,0,1,2,4,5,7,8,12,13,15,16,19,21,23,24,25,28,29,31,33,34,37,41,47,48,49,50,51,54,55,58,99,106,111,112,119,121,125,128,134,145,150,159,160,162,163,167,181,182,183,188,189,190,195,196,198,201
Eubacterium rectale,0.0,0.07514643064757899,0.16731878707285966,,0.32163828355174867,,,0.18791886768709556,,0.361142199421903,0.26083763713671215,,0.24824027222385606,0.3792706910556582,0.18578384060378916,,,0.2187461097847843,0.23612542368522715,,,0.10095660640565031,-0.019215232628511943,0.2536754484931467,0.0779472118034012,0.26502600605206933,0.4127183356906339,0.4749634768024619,,,,,,,,,,0.22282374416153522,,,,0.41516806892877317,,,0.24712968184955914,,,0.3179321250556071,,,,0.4135376766118329,,0.3003027817034476,,0.24412942928019177,
Alistipes putredinis,0.0,0.01782652294338264,0.0068711822421349735,0.01345960757210434,-0.0008201747001456017,0.007013143553779156,0.003426383475070325,0.006936936152192529,0.0069806564191196895,0.011382089874513956,0.0181121360625131,,0.018226137038137705,-0.0030765301443732313,0.024657284448242292,-0.009774605878544933,-0.015080218869974637,-0.012593372110339134,-0.040629827866737425,-0.0007867281697318163,-0.00645902411446851,-0.04004222834871448,0.01568689064495405,0.053276402451416356,-0.033517215543484094,0.014215937414389196,0.016116040331895856,-0.0037991390120108797,0.047128115352570214,0.03933980890669916,0.05176531440200175,0.0340102787710738,,0.039778494516191365,0.027028792730179198,0.03301337481198285,0.024217223737915194,0.006059837929255888,0.0023155499881899085,0.027410982960612368,0.014502481621322087,0.017344458073535157,0.025786474391697303,0.018652422173165692,0.12291790044002178,0.04545843810448433,,0.08240834943110531,0.03649211918750262,0.023396831124767,0.10617696461407071,0.026817428291024608,0.003865384950130255,-0.002702176896066005,0.029721526696506018,0.02975536047153436,0.06898923108347856
Alistipes onderdonkii,0.0,0.1809856862147236,0.14701764132112446,0.18746162528210147,0.11664426928882586,0.11008614134809157,0.10507593555197238,0.13452805732410658,0.15369036321243473,0.12624853725409127,0.13718894353837788,,0.15131425170472984,0.11528607268691975,0.15033354789394163,0.10609127411941263,0.09515804230609885,0.1166828512040984,0.10586922260392005,0.11571565064317041,0.11111904533240193,0.11292785698485631,0.08426410499431596,0.14896171327692412,0.1418600416163873,0.18046686056704042,0.17260481671998842,0.1543694341820171,,,,,,,,0.19479605915792558,,0.17297674295724005,0.17295478690574165,,0.19220361632933106,0.19323935260417507,,,,0.2020892294587207,,,0.19341899790049014,0.184182583182204,,0.1858941135385856,0.18403415867942072,0.1483394081562921,0.1993049360826183,,
Bacteroides uniformis,0.0,0.04278052759504162,0.04941486210246371,0.03458641301084212,0.014369138399047266,0.05263239432905233,0.02365779860309038,0.05302817221850262,0.04916826812718992,0.03939428799766168,0.06559871755747776,,0.0443364872529411,0.0604590447440799,0.046127135823068786,0.002162473459762896,0.03425351600262919,0.006019860605664212,0.0013852997591247663,0.019054238302744036,0.0023676623993875313,0.027785175355932633,0.08127631242613617,0.04731497753840245,0.06958149863310976,0.03074366246854558,0.014504755133555387,0.03478020826888122,0.10284614391827336,0.09622103719888248,0.05344231748915319,0.054034913385555744,,0.13905230593117537,0.1023366887077858,0.042928968337176784,0.04124359936688379,0.0248770203486541,0.04106146249370596,0.06323390975204064,0.0795173305498133,0.047724309063091434,0.059692875196149055,0.08682678455053854,0.12002480827481549,0.07202257593037699,0.06939581775014485,0.05364107947373208,0.04913483767348403,0.03936079457633834,0.13312462146244833,0.04728836182421712,0.018494402488170324,0.03531671225681356,0.04448397923541732,0.061374599694254614,0.05468553614121033
Phocaeicola massiliensis,0.0,0.02734446061555809,0.018701216729776267,0.015775971292093714,0.016611836911807874,0.020106332263949058,0.0032223108880753124,0.01717568911624183,0.027751100468303494,0.008782578040577943,0.02241223258290324,,0.021170369163887776,0.01574010556779601,0.026269568572352502,0.011940257538907085,0.03169837428308464,0.0002369729106334171,0.002246475520277281,-4.77303428350623e-05,0.015493733847245556,0.026228174281806006,0.037443201224111294,0.0235757638234137,0.045378830672559045,0.019720560073191222,0.01543591576593021,0.0033841737846771504,0.0372990082330665,0.06893521953643932,0.0462575795341817,0.08381663757401735,,0.09272176473230231,0.05626671274019745,0.03697661372834294,0.03305706791983091,0.029472791755120614,0.019172671530905863,0.033588595351178974,0.03627021597564442,0.04617566889928002,0.029382216107975454,0.04004008085241302,0.04608597747359883,0.0844438918516789,0.07054504492916559,0.06926971110046468,0.04349166164512135,0.0419755808501968,0.14143451708803345,0.059940591683276756,0.024639838475539817,0.02225734668087973,0.03272466562038827,0.0251344820646026,0.07837834959097512
Phocaeicola vulgatus,0.0,0.03850409611261774,0.03875238472223514,0.03982603620967015,0.014555565045578315,0.055411931753274746,0.024681971377538463,0.05232334679519486,0.060735973488105326,0.02333269748102042,0.04341211703812138,,0.05160861791871743,0.03558898853390644,0.04172008040927232,0.01960483975825186,0.08565895366240131,0.017767317793124963,0.02412703601199358,0.06106833079051009,0.12529141476745972,0.07076494878395498,0.1649404035301085,0.11059257602733535,0.13469750464563401,0.03804184112412663,0.03600818078256487,0.07828419052165712,0.07783762386431564,0.1620074546726475,0.1950999867503611,0.1313102063060656,,0.06050988450996139,0.05831958404266655,0.047042470337402637,0.06975695516514191,0.02931731002864474,0.02395739031383135,0.05225753023269777,0.029839997097102302,0.07748360351559229,0.04505331891489365,0.07023074966075239,0.21967375457073626,,,0.07903344041530319,0.05438362801863429,0.07247823589029898,0.12299767130993804,0.1728854288440519,0.04488552232712515,0.05815609900231707,0.0775604151656131,0.030592409436783895,0.061278341382889276
Bacteroides thetaiotaomicron,0.0,0.13158467936105367,0.12628260073018163,0.12235438503004228,0.08263067505346809,0.1113301107452101,0.07501919373423746,0.15301841203071342,0.09937266749548178,0.06269628064200124,0.07140314534231228,,0.08167861109968103,0.07487835495444041,0.09565554426373901,0.03352469585218183,0.055381169419489236,0.04917248950223442,0.06081202877084161,0.07905113928542801,0.08917776490863943,0.08428267330154386,0.16093692993949135,0.13632549380196196,0.18033706224387022,0.12879016639337781,0.11261540062075419,0.10557037352547297,0.14265853321957736,0.15874859771244423,0.20192381058841186,0.24861959081491947,,,0.1991150352918912,0.18306616753691302,0.2309177594400179,0.12472314662774212,0.16018751205653797,0.2826113263519677,,0.2471212213458887,0.2097295298589159,0.19047410885400543,0.17404011707358819,,0.25058675055264473,0.18068391963158073,0.18008838518448167,0.15089212502368393,,0.20396587324329393,0.14659671808638344,0.10602272408357262,0.20536455864795422,0.2599907412795289,
Bacteroides ovatus,0.0,0.04978119381818846,0.04759497225041483,0.022901886944159133,0.01662040978621797,0.038925104356515534,0.022264643054510713,0.03936623396833252,0.03536918442463364,0.012075655870981654,0.02647489827281501,,0.026736185950251623,0.023186597259854308,0.02427501811986174,0.014309282661140595,0.03547529235927013,0.0017923942359369706,-0.025660178301263752,0.021637252267113244,0.01882865929534062,0.021720545816066254,0.09504609772497143,0.10462384776536165,0.09311589622479736,0.07404781766729755,0.0618354848224602,0.05077717479096739,0.06906544684090156,0.04530778625116926,0.025763434631280058,0.1508504487001643,,0.1613467162043264,0.09615273773626903,0.0605608000332131,0.11450470314966855,0.043479937158320506,0.07010124158270195,0.09209258491674759,0.14332664059967049,0.09284392133041054,0.0987091726637472,0.09499427727365709,0.12946390756964268,0.1490457815543665,0.1310565298957247,0.11913427596439244,0.08922224902329812,0.08496976537228162,,0.1480934058077981,0.042551655983084136,0.054342164082846964,0.10351542738903727,0.13854759320478457,0.06829873603726239
Bacteroides cellulosilyticus,0.0,0.13288164911139905,0.11635544515686691,,0.12312986711475139,0.15247740977071483,0.11193248333146257,0.19534182332132535,0.1720869121185455,0.14247108302009062,0.1560695970646711,,0.14755116884933112,0.12060303228842076,0.13046194928789784,0.03700135750097521,0.14390174552746396,0.0812360706933655,0.0835921600938246,0.1235303872222825,0.1341431477716387,0.11094655744177916,0.13988579177744734,,,0.15811485005014217,0.1409417862635245,0.16222265303456432,,,,,,,,,,,0.21378156256722983,,0.19510837206750348,,,,,,,,,,,,,0.18013849167124926,,,
